"Year","Emission category","Greenhouse gas","Emission, thousand tonnes of CO2 eq. (GWP=AR5)"
"2001","2C Metal industry","Carbon dioxide (CO2)",2440
"2001","2C Metal industry","Methane (CH4)",0
"2001","2C Metal industry","Nitrous oxide (N2O)",-
"2001","2C Metal industry","F-gases (HFCs+PFCs+SF6)",-
"2001","2C Metal industry","Hydrofluorocarbons (HFCs)",-
"2001","2C Metal industry","Perfluorocarbons (PFCs)",-
"2001","2C Metal industry","Sulfur hexafluoride (SF6)",-
"2001","2D Non-energy products from fuels and solvent use","Total",144
"2001","2D Non-energy products from fuels and solvent use","Carbon dioxide (CO2)",143
"2001","2D Non-energy products from fuels and solvent use","Methane (CH4)",0
"2001","2D Non-energy products from fuels and solvent use","Nitrous oxide (N2O)",1
"2001","2D Non-energy products from fuels and solvent use","F-gases (HFCs+PFCs+SF6)",-
"2001","2D Non-energy products from fuels and solvent use","Hydrofluorocarbons (HFCs)",-
"2001","2D Non-energy products from fuels and solvent use","Perfluorocarbons (PFCs)",-
"2001","2D Non-energy products from fuels and solvent use","Sulfur hexafluoride (SF6)",-
"2001","2F Product uses as substitutes for ozone-depleting substances","Total",766
"2001","2F Product uses as substitutes for ozone-depleting substances","Carbon dioxide (CO2)",-
"2001","2F Product uses as substitutes for ozone-depleting substances","Methane (CH4)",-
"2001","2F Product uses as substitutes for ozone-depleting substances","Nitrous oxide (N2O)",-
"2001","2F Product uses as substitutes for ozone-depleting substances","F-gases (HFCs+PFCs+SF6)",766
"2001","2F Product uses as substitutes for ozone-depleting substances","Hydrofluorocarbons (HFCs)",763
"2001","2F Product uses as substitutes for ozone-depleting substances","Perfluorocarbons (PFCs)",3
"2001","2F Product uses as substitutes for ozone-depleting substances","Sulfur hexafluoride (SF6)",-
"2001","2F1 Refrigeration and air conditioning","Total",678
"2001","2F1 Refrigeration and air conditioning","Carbon dioxide (CO2)",-
"2001","2F1 Refrigeration and air conditioning","Methane (CH4)",-
"2001","2F1 Refrigeration and air conditioning","Nitrous oxide (N2O)",-
"2001","2F1 Refrigeration and air conditioning","F-gases (HFCs+PFCs+SF6)",678
"2001","2F1 Refrigeration and air conditioning","Hydrofluorocarbons (HFCs)",676
"2001","2F1 Refrigeration and air conditioning","Perfluorocarbons (PFCs)",3
"2001","2F1 Refrigeration and air conditioning","Sulfur hexafluoride (SF6)",-
"2001","2F1a Commercial refrigeration","Total",527
"2001","2F1a Commercial refrigeration","Carbon dioxide (CO2)",-
"2001","2F1a Commercial refrigeration","Methane (CH4)",-
"2001","2F1a Commercial refrigeration","Nitrous oxide (N2O)",-
"2001","2F1a Commercial refrigeration","F-gases (HFCs+PFCs+SF6)",527
"2001","2F1a Commercial refrigeration","Hydrofluorocarbons (HFCs)",526
"2001","2F1a Commercial refrigeration","Perfluorocarbons (PFCs)",1
"2001","2F1a Commercial refrigeration","Sulfur hexafluoride (SF6)",-
"2001","2F1b Domestic refrigeration","Total",1
"2001","2F1b Domestic refrigeration","Carbon dioxide (CO2)",-
"2001","2F1b Domestic refrigeration","Methane (CH4)",-
"2001","2F1b Domestic refrigeration","Nitrous oxide (N2O)",-
"2001","2F1b Domestic refrigeration","F-gases (HFCs+PFCs+SF6)",1
"2001","2F1b Domestic refrigeration","Hydrofluorocarbons (HFCs)",1
"2001","2F1b Domestic refrigeration","Perfluorocarbons (PFCs)",-
"2001","2F1b Domestic refrigeration","Sulfur hexafluoride (SF6)",-
"2001","2F1c Industrial refrigeration","Total",25
"2001","2F1c Industrial refrigeration","Carbon dioxide (CO2)",-
"2001","2F1c Industrial refrigeration","Methane (CH4)",-
"2001","2F1c Industrial refrigeration","Nitrous oxide (N2O)",-
"2001","2F1c Industrial refrigeration","F-gases (HFCs+PFCs+SF6)",25
"2001","2F1c Industrial refrigeration","Hydrofluorocarbons (HFCs)",24
"2001","2F1c Industrial refrigeration","Perfluorocarbons (PFCs)",0
"2001","2F1c Industrial refrigeration","Sulfur hexafluoride (SF6)",-
"2001","2F1d Transport refrigeration","Total",8
"2001","2F1d Transport refrigeration","Carbon dioxide (CO2)",-
"2001","2F1d Transport refrigeration","Methane (CH4)",-
"2001","2F1d Transport refrigeration","Nitrous oxide (N2O)",-
"2001","2F1d Transport refrigeration","F-gases (HFCs+PFCs+SF6)",8
"2001","2F1d Transport refrigeration","Hydrofluorocarbons (HFCs)",7
"2001","2F1d Transport refrigeration","Perfluorocarbons (PFCs)",2
"2001","2F1d Transport refrigeration","Sulfur hexafluoride (SF6)",-
"2001","2F1e Mobile air-conditioning","Total",91
"2001","2F1e Mobile air-conditioning","Carbon dioxide (CO2)",-
"2001","2F1e Mobile air-conditioning","Methane (CH4)",-
"2001","2F1e Mobile air-conditioning","Nitrous oxide (N2O)",-
"2001","2F1e Mobile air-conditioning","F-gases (HFCs+PFCs+SF6)",91
"2001","2F1e Mobile air-conditioning","Hydrofluorocarbons (HFCs)",91
"2001","2F1e Mobile air-conditioning","Perfluorocarbons (PFCs)",-
"2001","2F1e Mobile air-conditioning","Sulfur hexafluoride (SF6)",-
"2001","2F1f Stationary air-conditioning","Total",27
"2001","2F1f Stationary air-conditioning","Carbon dioxide (CO2)",-
"2001","2F1f Stationary air-conditioning","Methane (CH4)",-
"2001","2F1f Stationary air-conditioning","Nitrous oxide (N2O)",-
"2001","2F1f Stationary air-conditioning","F-gases (HFCs+PFCs+SF6)",27
"2001","2F1f Stationary air-conditioning","Hydrofluorocarbons (HFCs)",27
"2001","2F1f Stationary air-conditioning","Perfluorocarbons (PFCs)",-
"2001","2F1f Stationary air-conditioning","Sulfur hexafluoride (SF6)",-
"2001","2F2 Foam blowing agents","Total",28
"2001","2F2 Foam blowing agents","Carbon dioxide (CO2)",-
"2001","2F2 Foam blowing agents","Methane (CH4)",-
"2001","2F2 Foam blowing agents","Nitrous oxide (N2O)",-
"2001","2F2 Foam blowing agents","F-gases (HFCs+PFCs+SF6)",28
"2001","2F2 Foam blowing agents","Hydrofluorocarbons (HFCs)",28
"2001","2F2 Foam blowing agents","Perfluorocarbons (PFCs)",-
"2001","2F2 Foam blowing agents","Sulfur hexafluoride (SF6)",-
"2001","2F4 Aerosols","Total",60
"2001","2F4 Aerosols","Carbon dioxide (CO2)",-
"2001","2F4 Aerosols","Methane (CH4)",-
"2001","2F4 Aerosols","Nitrous oxide (N2O)",-
"2001","2F4 Aerosols","F-gases (HFCs+PFCs+SF6)",60
"2001","2F4 Aerosols","Hydrofluorocarbons (HFCs)",60
"2001","2F4 Aerosols","Perfluorocarbons (PFCs)",-
"2001","2F4 Aerosols","Sulfur hexafluoride (SF6)",-
"2001","2G Other product manufacture and use","Total",54
"2001","2G Other product manufacture and use","Carbon dioxide (CO2)",-
"2001","2G Other product manufacture and use","Methane (CH4)",-
"2001","2G Other product manufacture and use","Nitrous oxide (N2O)",46
"2001","2G Other product manufacture and use","F-gases (HFCs+PFCs+SF6)",8
"2001","2G Other product manufacture and use","Hydrofluorocarbons (HFCs)",-
"2001","2G Other product manufacture and use","Perfluorocarbons (PFCs)",-
"2001","2G Other product manufacture and use","Sulfur hexafluoride (SF6)",8
"2001","2H Other emissions from industrial processses","Total",21
"2001","2H Other emissions from industrial processses","Carbon dioxide (CO2)",-
"2001","2H Other emissions from industrial processses","Methane (CH4)",-
"2001","2H Other emissions from industrial processses","Nitrous oxide (N2O)",-
"2001","2H Other emissions from industrial processses","F-gases (HFCs+PFCs+SF6)",21
"2001","2H Other emissions from industrial processses","Hydrofluorocarbons (HFCs)",1
"2001","2H Other emissions from industrial processses","Perfluorocarbons (PFCs)",1
"2001","2H Other emissions from industrial processses","Sulfur hexafluoride (SF6)",19
"2001","3 Agriculture","Total",6331
"2001","3 Agriculture","Carbon dioxide (CO2)",420
"2001","3 Agriculture","Methane (CH4)",2754
"2001","3 Agriculture","Nitrous oxide (N2O)",3157
"2001","3 Agriculture","F-gases (HFCs+PFCs+SF6)",-
"2001","3 Agriculture","Hydrofluorocarbons (HFCs)",-
"2001","3 Agriculture","Perfluorocarbons (PFCs)",-
"2001","3 Agriculture","Sulfur hexafluoride (SF6)",-
"2001","3A  Enteric fermentation","Total",2281
"2001","3A  Enteric fermentation","Carbon dioxide (CO2)",-
"2001","3A  Enteric fermentation","Methane (CH4)",2281
"2001","3A  Enteric fermentation","Nitrous oxide (N2O)",-
"2001","3A  Enteric fermentation","F-gases (HFCs+PFCs+SF6)",-
"2001","3A  Enteric fermentation","Hydrofluorocarbons (HFCs)",-
"2001","3A  Enteric fermentation","Perfluorocarbons (PFCs)",-
"2001","3A  Enteric fermentation","Sulfur hexafluoride (SF6)",-
"2001","3A1 Cattle","Total",2082
"2001","3A1 Cattle","Carbon dioxide (CO2)",-
"2001","3A1 Cattle","Methane (CH4)",2082
"2001","3A1 Cattle","Nitrous oxide (N2O)",-
"2001","3A1 Cattle","F-gases (HFCs+PFCs+SF6)",-
"2001","3A1 Cattle","Hydrofluorocarbons (HFCs)",-
"2001","3A1 Cattle","Perfluorocarbons (PFCs)",-
"2001","3A1 Cattle","Sulfur hexafluoride (SF6)",-
"2001","3A1a Dairy cattle","Total",1245
"2001","3A1a Dairy cattle","Carbon dioxide (CO2)",-
"2001","3A1a Dairy cattle","Methane (CH4)",1245
"2001","3A1a Dairy cattle","Nitrous oxide (N2O)",-
"2001","3A1a Dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2001","3A1a Dairy cattle","Hydrofluorocarbons (HFCs)",-
"2001","3A1a Dairy cattle","Perfluorocarbons (PFCs)",-
"2001","3A1a Dairy cattle","Sulfur hexafluoride (SF6)",-
"2001","3A1b Non-dairy cattle","Total",837
"2001","3A1b Non-dairy cattle","Carbon dioxide (CO2)",-
"2001","3A1b Non-dairy cattle","Methane (CH4)",837
"2001","3A1b Non-dairy cattle","Nitrous oxide (N2O)",-
"2001","3A1b Non-dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2001","3A1b Non-dairy cattle","Hydrofluorocarbons (HFCs)",-
"2001","3A1b Non-dairy cattle","Perfluorocarbons (PFCs)",-
"2001","3A1b Non-dairy cattle","Sulfur hexafluoride (SF6)",-
"2001","3A2 Sheep","Total",21
"2001","3A2 Sheep","Carbon dioxide (CO2)",-
"2001","3A2 Sheep","Methane (CH4)",21
"2001","3A2 Sheep","Nitrous oxide (N2O)",-
"2001","3A2 Sheep","F-gases (HFCs+PFCs+SF6)",-
"2001","3A2 Sheep","Hydrofluorocarbons (HFCs)",-
"2001","3A2 Sheep","Perfluorocarbons (PFCs)",-
"2001","3A2 Sheep","Sulfur hexafluoride (SF6)",-
"2001","3A3 Swine","Total",35
"2001","3A3 Swine","Carbon dioxide (CO2)",-
"2001","3A3 Swine","Methane (CH4)",35
"2001","3A3 Swine","Nitrous oxide (N2O)",-
"2001","3A3 Swine","F-gases (HFCs+PFCs+SF6)",-
"2001","3A3 Swine","Hydrofluorocarbons (HFCs)",-
"2001","3A3 Swine","Perfluorocarbons (PFCs)",-
"2001","3A3 Swine","Sulfur hexafluoride (SF6)",-
"2001","3A4a Goats","Total",1
"2001","3A4a Goats","Carbon dioxide (CO2)",-
"2001","3A4a Goats","Methane (CH4)",1
"2001","3A4a Goats","Nitrous oxide (N2O)",-
"2001","3A4a Goats","F-gases (HFCs+PFCs+SF6)",-
"2001","3A4a Goats","Hydrofluorocarbons (HFCs)",-
"2001","3A4a Goats","Perfluorocarbons (PFCs)",-
"2001","3A4a Goats","Sulfur hexafluoride (SF6)",-
"2001","3A4b Horses and ponies","Total",30
"2001","3A4b Horses and ponies","Carbon dioxide (CO2)",-
"2001","3A4b Horses and ponies","Methane (CH4)",30
"2001","3A4b Horses and ponies","Nitrous oxide (N2O)",-
"2001","3A4b Horses and ponies","F-gases (HFCs+PFCs+SF6)",-
"2001","3A4b Horses and ponies","Hydrofluorocarbons (HFCs)",-
"2001","3A4b Horses and ponies","Perfluorocarbons (PFCs)",-
"2001","3A4b Horses and ponies","Sulfur hexafluoride (SF6)",-
"2001","3A4di Reindeer","Total",103
"2001","3A4di Reindeer","Carbon dioxide (CO2)",-
"2001","3A4di Reindeer","Methane (CH4)",103
"2001","3A4di Reindeer","Nitrous oxide (N2O)",-
"2001","3A4di Reindeer","F-gases (HFCs+PFCs+SF6)",-
"2001","3A4di Reindeer","Hydrofluorocarbons (HFCs)",-
"2001","3A4di Reindeer","Perfluorocarbons (PFCs)",-
"2001","3A4di Reindeer","Sulfur hexafluoride (SF6)",-
"2001","3A4dii Fur-bearing animals","Total",8
"2001","3A4dii Fur-bearing animals","Carbon dioxide (CO2)",-
"2001","3A4dii Fur-bearing animals","Methane (CH4)",8
"2001","3A4dii Fur-bearing animals","Nitrous oxide (N2O)",-
"2001","3A4dii Fur-bearing animals","F-gases (HFCs+PFCs+SF6)",-
"2001","3A4dii Fur-bearing animals","Hydrofluorocarbons (HFCs)",-
"2001","3A4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"2001","3A4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"2001","3B Manure management","Total",699
"2001","3B Manure management","Carbon dioxide (CO2)",-
"2001","3B Manure management","Methane (CH4)",471
"2001","3B Manure management","Nitrous oxide (N2O)",228
"2001","3B Manure management","F-gases (HFCs+PFCs+SF6)",-
"2001","3B Manure management","Hydrofluorocarbons (HFCs)",-
"2001","3B Manure management","Perfluorocarbons (PFCs)",-
"2001","3B Manure management","Sulfur hexafluoride (SF6)",-
"2001","3B1 Cattle","Total",382
"2001","3B1 Cattle","Carbon dioxide (CO2)",-
"2001","3B1 Cattle","Methane (CH4)",286
"2001","3B1 Cattle","Nitrous oxide (N2O)",96
"2001","3B1 Cattle","F-gases (HFCs+PFCs+SF6)",-
"2001","3B1 Cattle","Hydrofluorocarbons (HFCs)",-
"2001","3B1 Cattle","Perfluorocarbons (PFCs)",-
"2001","3B1 Cattle","Sulfur hexafluoride (SF6)",-
"2001","3B1a Dairy cattle","Total",248
"2001","3B1a Dairy cattle","Carbon dioxide (CO2)",-
"2001","3B1a Dairy cattle","Methane (CH4)",197
"2001","3B1a Dairy cattle","Nitrous oxide (N2O)",50
"2001","3B1a Dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2001","3B1a Dairy cattle","Hydrofluorocarbons (HFCs)",-
"2001","3B1a Dairy cattle","Perfluorocarbons (PFCs)",-
"2001","3B1a Dairy cattle","Sulfur hexafluoride (SF6)",-
"2001","3B1b Non-dairy cattle","Total",134
"2001","3B1b Non-dairy cattle","Carbon dioxide (CO2)",-
"2001","3B1b Non-dairy cattle","Methane (CH4)",89
"2001","3B1b Non-dairy cattle","Nitrous oxide (N2O)",45
"2001","3B1b Non-dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"2001","3B1b Non-dairy cattle","Hydrofluorocarbons (HFCs)",-
"2001","3B1b Non-dairy cattle","Perfluorocarbons (PFCs)",-
"2001","3B1b Non-dairy cattle","Sulfur hexafluoride (SF6)",-
"2001","3B2 Sheep","Total",2
"2001","3B2 Sheep","Carbon dioxide (CO2)",-
"2001","3B2 Sheep","Methane (CH4)",1
"2001","3B2 Sheep","Nitrous oxide (N2O)",2
"2001","3B2 Sheep","F-gases (HFCs+PFCs+SF6)",-
"2001","3B2 Sheep","Hydrofluorocarbons (HFCs)",-
"2001","3B2 Sheep","Perfluorocarbons (PFCs)",-
"2001","3B2 Sheep","Sulfur hexafluoride (SF6)",-
"2001","3B3 Swine","Total",106
"2001","3B3 Swine","Carbon dioxide (CO2)",-
"2001","3B3 Swine","Methane (CH4)",91
"2001","3B3 Swine","Nitrous oxide (N2O)",15
"2001","3B3 Swine","F-gases (HFCs+PFCs+SF6)",-
"2001","3B3 Swine","Hydrofluorocarbons (HFCs)",-
"2001","3B3 Swine","Perfluorocarbons (PFCs)",-
"2001","3B3 Swine","Sulfur hexafluoride (SF6)",-
"2001","3B4a Goats","Total",0
"2001","3B4a Goats","Carbon dioxide (CO2)",-
"2001","3B4a Goats","Methane (CH4)",0
"2001","3B4a Goats","Nitrous oxide (N2O)",0
"2001","3B4a Goats","F-gases (HFCs+PFCs+SF6)",-
"2001","3B4a Goats","Hydrofluorocarbons (HFCs)",-
"2001","3B4a Goats","Perfluorocarbons (PFCs)",-
"2001","3B4a Goats","Sulfur hexafluoride (SF6)",-
"2001","3B4b Horses and ponies","Total",13
"2001","3B4b Horses and ponies","Carbon dioxide (CO2)",-
"2001","3B4b Horses and ponies","Methane (CH4)",3
"2001","3B4b Horses and ponies","Nitrous oxide (N2O)",10
"2001","3B4b Horses and ponies","F-gases (HFCs+PFCs+SF6)",-
"2001","3B4b Horses and ponies","Hydrofluorocarbons (HFCs)",-
"2001","3B4b Horses and ponies","Perfluorocarbons (PFCs)",-
"2001","3B4b Horses and ponies","Sulfur hexafluoride (SF6)",-
"2001","3B4c Poultry","Total",15
"2001","3B4c Poultry","Carbon dioxide (CO2)",-
"2001","3B4c Poultry","Methane (CH4)",9
"2001","3B4c Poultry","Nitrous oxide (N2O)",6
"2001","3B4c Poultry","F-gases (HFCs+PFCs+SF6)",-
"2001","3B4c Poultry","Hydrofluorocarbons (HFCs)",-
"2001","3B4c Poultry","Perfluorocarbons (PFCs)",-
"2001","3B4c Poultry","Sulfur hexafluoride (SF6)",-
"2001","3B4di Reindeer","Total",2
"2001","3B4di Reindeer","Carbon dioxide (CO2)",-
"2001","3B4di Reindeer","Methane (CH4)",2
"2001","3B4di Reindeer","Nitrous oxide (N2O)",-
"2001","3B4di Reindeer","F-gases (HFCs+PFCs+SF6)",-
"2001","3B4di Reindeer","Hydrofluorocarbons (HFCs)",-
"2001","3B4di Reindeer","Perfluorocarbons (PFCs)",-
"2001","3B4di Reindeer","Sulfur hexafluoride (SF6)",-
"2001","3B4dii Fur-bearing animals","Total",95
"2001","3B4dii Fur-bearing animals","Carbon dioxide (CO2)",-
"2001","3B4dii Fur-bearing animals","Methane (CH4)",79
"2001","3B4dii Fur-bearing animals","Nitrous oxide (N2O)",16
"2001","3B4dii Fur-bearing animals","F-gases (HFCs+PFCs+SF6)",-
"2001","3B4dii Fur-bearing animals","Hydrofluorocarbons (HFCs)",-
"2001","3B4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"2001","3B4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"2001","3B5 Indirect N2O emissions from manure management","Total",83
"2001","3B5 Indirect N2O emissions from manure management","Carbon dioxide (CO2)",-
"2001","3B5 Indirect N2O emissions from manure management","Methane (CH4)",-
"2001","3B5 Indirect N2O emissions from manure management","Nitrous oxide (N2O)",83
"2001","3B5 Indirect N2O emissions from manure management","F-gases (HFCs+PFCs+SF6)",-
"2001","3B5 Indirect N2O emissions from manure management","Hydrofluorocarbons (HFCs)",-
"2001","3B5 Indirect N2O emissions from manure management","Perfluorocarbons (PFCs)",-
"2001","3B5 Indirect N2O emissions from manure management","Sulfur hexafluoride (SF6)",-
"2001","3D Agricultural soils","Total",2928
"2001","3D Agricultural soils","Carbon dioxide (CO2)",-
"2001","3D Agricultural soils","Methane (CH4)",-
"2001","3D Agricultural soils","Nitrous oxide (N2O)",2928
"2001","3D Agricultural soils","F-gases (HFCs+PFCs+SF6)",-
"2001","3D Agricultural soils","Hydrofluorocarbons (HFCs)",-
"2001","3D Agricultural soils","Perfluorocarbons (PFCs)",-
"2001","3D Agricultural soils","Sulfur hexafluoride (SF6)",-
"2001","3Da Direct N2O emissions from managed soils","Total",2659
"2001","3Da Direct N2O emissions from managed soils","Carbon dioxide (CO2)",-
"2001","3Da Direct N2O emissions from managed soils","Methane (CH4)",-
